"","X","MC.._past","Symbol_past","Price_past","BTC_past","X1h_past","X24h_past","X7d_past","X14d_past","X30d_past","X45d_past","X90d_past","X200d_past","Mkt..Cap_past","MCAP.BTC_past","X24h.Vol_past","X24h.Vol.BTC_past","Circ..Supply_past","Total.Supply_past","Max..Supply_past","Team_past","Advisors_past","Brand.Buzz_past","Product_past","Coin_past","Social_past","Communication_past","Business_past","GitHub_past","Age..mo._past","Winning.months_past","Start.price_past","CMGR....3mo_past","Cum..ROI_past","Avg..volume_past","ATH_past","X..fm..ATH_past","ATH..BTC._past","X..fm..ATH..BTC._past","Name","Mkt.BTC_c","growth8mth","BTCprice_change","BTCmcap_change","success"
"1139",1139,254,"SINS",5.35,0.000675428297289449,-1.14,3.16,20.35,"128.64","178.23","125.06","8.57","8.57",13490000,13490000,1940000,1940000,2521000,"2,521,222",2.1e+07,55.75,NA,NA,10,100,66,0,100,15,"4","4",5.35,"- 7.82","- 43.40",152919,5.99,-10.67,0.0011,-38.89,"SafeInsure",1703.08929540835,-0.000666398457408814,-98.6630942297099,-97.8726759098285,0
"1140",1140,798,"SKB",4e-04,5.04993119468747e-08,-0.23,2.39,4.7,"-69.40","-82.37","-87.74","-89.67","-96.5",1100000,1100000,22880,22880,2.583e+09,"6,000,000,000",NA,50.6,NA,NA,10,88,66,55,30,10,"9","9",0.0052,"- 34.19","- 79.11",162443,0.0162,-97.37,2.41e-06,-97.93,"Sakura Bloom",138.873107853906,-1.04260580387306e-08,-20.6459407797453,-35.0903032926009,0
"1141",1141,1653,"SAL",0.029,3.66120011614842e-06,0,9.76,-24.19,"114.87","71.85","16.42","78.35","-35.59",1,1,1,1,1,"100,000,000",NA,56.7,32,50,35,73,51,75,100,50,"8","8",0.1022,"- 11.46","- 81.76",93,0.115,-74.77,1.804e-05,-79.71,"SalPay",0.000126248279867187,-3.31389858227784e-06,-90.5139975184983,5.80541229367272,0
"1142",1142,310,"SALT",0.1228,1.55032887676905e-05,0.9,-3.95,9.54,"-48.60","-50.73","-51.80","-81.44","-81.44",9860000,9860000,1010000,1010000,80284000,"120,000,000",NA,66.6,33,50,40,78,73,70,100,70,"16","16",6.91,"- 32.38","- 97.02",791405,17.68,-99.31,0.0012,-98.69,"SALT",1244.80803949046,-7.26155621391558e-06,-46.838811575573,-46.8826784124056,0
"1143",1143,249,"SLS",13.43,0.00169551439861632,-0.13,-15.24,7.57,"40.74","49.57","42.05","-34.29","-45.98",13590000,13590000,1305,1305,1012000,"1,012,265",NA,31.8,0,0,30,8,63,0,100,15,"36","36",0.025,"- 23.94","34522.30",38087,120.08,-88.82,0.0111,-84.74,"SaluS",1715.71412339507,-0.000915421722537781,-53.9907961433322,-53.9874917839878,0
"1144",1144,82,"SAN",1.12,0.000141398073451249,1.48,16.44,33.56,"257.93","193.30","213.49","134.01","9.04",70390000,70390000,561150,561150,62660000,"83,337,000",NA,75.25,55,25,60,93,79,80,100,70,"19","19",0.2616,"- 9.89","52.87",57490,7.65,-85.32,5e-04,-71.18,"Santiment Network Token",8886.61641985128,-0.000110408090428951,-78.0831645963106,-78.1444708800965,0
"1145",1145,1132,"SPN",0.0011,1.38873107853906e-07,-0.25,8.41,-10.61,"-43.03","-55.73","-60.91","-77.28","-77.28",216440,216440,1408,1408,204982000,"500,000,000",NA,46.35,NA,NA,50,56,55,90,100,10,"6","6",0.0076,"- 30.56","- 80.87",15365,0.0182,-94.19,2.77e-06,-95.31,"Sapien",27.3251776944539,6.1493161686815e-08,44.2801076731894,63.293475894375,1
"1146",1146,1571,"SANDG",6e-04,7.57489679203121e-08,-0.12,5.43,5.43,"5.38","-1.93","-19.37","-38.33","-90.19",1940,1940,1377,1377,3065000,"3,064,800",NA,8.65,NA,NA,0,8,19,0,0,0,"40","40",8.773e-05,"- 15.40","522.71",0.3333,0.1468,-99.57,1.294e-05,-99.38,"Save and Gain",0.244921662942342,-3.5675714012168e-08,-47.0972938531636,-21.4094849921737,0
"1147",1147,1613,"SNO",4e-04,5.04993119468747e-08,-0.12,-6.32,97.1,"-16.79","-64.61","-74.08","-91.38","-91.38",1,1,1371,1371,1,"29,100,632",NA,45.1,18,0,40,91,36,0,70,50,"5","5",0.5009,"- 52.99","- 99.90",203,0.519,-99.92,7.695e-05,-99.94,"SaveNode",0.000126248279867187,-3.714156064416e-08,-73.5486469265818,5.80541229367272,0
"1148",1148,930,"SCR",0.0209,2.6385890492242e-06,0.35,5.06,-6.21,"-70.87","-77.96","-83.22","-75.93","-75.93",610290,610290,26760,26760,29265000,"29,265,075",NA,76.05,100,100,80,98,48,25,100,90,"6","6",0.2593,"- 22.39","- 81.21",15763,0.538,-96.12,7.986e-05,-96.71,"Scorum Coins",77.0480627201454,-2.21114100753733e-06,-83.8001282612558,-83.55941069359,0
"1149",1149,1361,"SCRIV",0.0023,2.9037104369453e-07,-2.65,-32.99,-26.56,"-60.77","-70.54","-33.19","-84.34","-84.34",56150,56150,9650,9650,24744000,"42,007,077",NA,42.35,NA,NA,10,90,33,20,70,20,"4","4",5e-04,"- 16.97","953.62",7734,0.0193,-88.26,3.64e-06,-92.04,"SCRIV NETWORK",7.08884091454254,-2.636555410891e-07,-90.7995293657676,-89.0897001392633,0
"1150",1150,289,"DDD",0.0252,3.18145665265311e-06,-0.19,-7.39,37.9,"19.79","14.77","6.51","-53.92","-88.72",11110000,11110000,1030000,1030000,440057000,"1,000,000,000",NA,50.85,80,25,10,68,78,55,100,0,"13","13",0.1569,"- 31.83","- 88.56",477117,0.4715,-94.65,6.168e-05,-94.83,"Scry.info",1402.61838932445,-2.52692683882009e-06,-79.4267253873414,-79.4293707871888,0
"1151",1151,1055,"SEAL",6e-04,7.57489679203121e-08,11.96,25.58,22.38,"-57.04","-72.28","-43.38","-77.43","-77.43",312660,312660,814,814,515111000,"1,200,000,000",1.2e+09,53.1,71,75,20,30,61,25,100,70,"6","6",0.0051,"- 28.95","- 87.60",616,0.0051,-88.21,7.8e-07,-89.78,"Seal Network",39.4727871832746,1.77552911986908e-08,23.4396476759517,18.3500506667505,0
"1152",1152,424,"SEELE",0.0082,1.03523589491093e-06,-2.72,-3.82,-18.88,"181.53","114.25","25.51","-56.86","-95.15",5610000,5610000,271760,271760,687133000,"1,000,000,000",NA,67.3,83,0,50,73,66,5,100,90,"8","8",0.3036,"- 46.55","- 99.05",84030,0.281,-97.09,4.241e-05,-97.57,"Seele",708.252850054918,2.07512564798167e-05,2004.49545671928,2052.13112242976,1
"1153",1153,1716,"SEER",4e-04,5.04993119468747e-08,-0.23,-53.29,-40.43,"-38.78","-39.15","-51.11","-70.45","-92.92",1,1,38320,38320,1,"4,100,000,000",NA,33.8,0,0,10,45,44,50,100,15,"7","7",0.0089,"- 22.55","- 93.58",29518,0.0081,-94.91,1.08e-06,-95.39,"SEER",0.000126248279867187,1.09793703685702e-07,217.416236881018,5.80541229367272,1
"1154",1154,280,"KEY",0.0039,4.92368291482029e-07,-0.17,-5.22,42.65,"42.99","36.35","27.82","-47.22","-66.11",11330000,11330000,3030000,3030000,2.868e+09,"5,999,999,954",NA,75.7,58,75,60,93,79,75,100,50,"13","13",0.0707,"- 29.61","- 96.29",548306,0.0432,-90.86,6.76e-06,-92.61,"Selfkey",1430.39301089523,-2.25213265427735e-07,-45.7408142083729,-45.3696679684038,0
"1155",1155,694,"SSC",0.0044,5.55492431415622e-07,-0.2,-11.8,17.14,"64.66","25.96","30.90","-32.45","-83.44",1730000,1730000,3120000,3120000,3.9e+08,"1,000,000,000",NA,62.7,17,75,35,88,70,40,100,50,"13","13",0.1547,"- 27.93","- 98.32",482570,0.1318,-96.63,1.476e-05,-96.21,"SelfSell",218.409524170233,-3.28410659269472e-07,-59.1206361592627,-59.0875545931488,0
"1156",1156,576,"SEM",0.2682,3.38597886603795e-05,-0.07,7.66,-21.52,"54.09","30.48","3.41","-65.71","-65.71",2850000,2850000,88960,88960,10615000,"10,615,182",3.2e+07,69.05,NA,NA,30,88,63,0,100,80,"6","6",0.5743,"- 35.78","- 65.22",34403,1.07,-74.9,2e-04,-80.08,"Semux",359.807597621482,-2.37346131729218e-05,-70.0967552130486,-65.014790742741,0
"1157",1157,551,"SENSE",0.0088,1.11098486283124e-06,3.34,6.26,56.91,"162.88","198.14","44.05","47.89","-55.71",3260000,3260000,1481,1481,368961000,"663,636,366",NA,54.5,18,50,40,88,64,0,100,20,"12","12",0.056,"- 25.18","- 95.58",1554,0.0692,-87.22,7.15e-06,-84.34,"SENSE",411.569392367029,-9.57957638249271e-08,-8.62259847364559,24.9542445799511,0
"1158",1158,556,"SENT",0.0016,2.01997247787499e-07,3.95,-1.82,11.32,"72.49","12.89","13.09","-34.34","-78.81",3160000,3160000,18320,18320,2e+09,"1,999,970,000",NA,63.55,NA,NA,0,63,66,50,100,90,"10","10",0.0071,"- 21.43","- 86.93",20721,0.0265,-94.05,2.76e-06,-92.77,"Sentinel",398.94456438031,-4.17042321549226e-08,-20.6459407797456,-18.3021500010879,0
"1159",1159,878,"SENC",0.004,5.04993119468747e-07,0.07,-4.04,12.69,"62.32","50.25","53.94","-55.71","-81.37",779450,779450,21860,21860,197270000,"500,000,000",NA,65.4,71,75,25,88,67,60,70,50,"10","10",0.0626,"- 25.73","- 93.72",196676,0.2196,-98.2,2.213e-05,-97.74,"Sentinel Chain",98.4042217424788,-3.04626849928027e-07,-60.3229703898728,-60.6872724942324,0
"1160",1160,471,"UPP",0.0151,1.90634902599452e-06,1.6,0.91,10.32,"2.21","-7.62","-3.11","-45.83","-77.39",4460000,4460000,1230000,1230000,295508000,"500,000,000",NA,58.75,86,25,50,76,70,75,100,15,"8","8",0.0826,"- 20.41","- 83.57",1315826,0.2288,-93.4,3.066e-05,-93.77,"Sentinel Protocol",563.067328207653,-5.30500641814907e-07,-27.8280962500114,-23.848570972491,0
"1161",1161,1135,"SHDW",0.0305,3.8505725359492e-06,0,-0.91,31.91,"38.18","24.99","79.38","167.21","208.68",213300,213300,1,1,7e+06,"10,000,000",NA,35.3,43,0,50,68,41,5,30,0,"18","18",0.0563,"45.48","- 35.05",46,0.3119,-90.23,5.067e-05,-92.4,"Shadow Token",26.9287580956709,-1.20573777801169e-06,-31.3132077568944,-31.2388830185235,0
"1162",1162,714,"SS",0.0056,7.06990367256246e-07,-1.24,-6.24,1.29,"55.29","2.33","8.44","-67.05","-74.62",1580000,1580000,140000,140000,283283000,"350,000,000",5e+08,59.85,38,0,40,74,70,55,100,50,"9","9",0.0838,"- 42.49","- 95.97",225366,0.1158,-95.18,1.269e-05,-94.49,"Sharder",199.472282190155,-4.39835341201952e-07,-62.2123527522597,-61.4633920173165,0
"1163",1163,1103,"SEXC",4e-04,5.04993119468747e-08,-0.23,25.12,117.68,"80.39","-25.44","-25.34","-69.94","-94.37",249000,249000,13,13,645515000,"1,000,000,000",NA,40.35,43,0,0,88,52,0,100,0,"13","13",0.0554,"- 43.05","- 99.66",1311,0.0439,-99.12,3.78e-06,-98.68,"ShareX",31.4358216869295,-3.714156064416e-08,-73.5486469265818,-59.2415455935379,0
"1164",1164,1495,"SHP",9e-04,1.13623451880468e-07,0,-0.13,6.61,"-97.99","-98.72","-98.61","-99.13","-99.34",16190,16190,1,1,17410000,"32,000,000",NA,58.35,55,75,5,58,67,55,100,60,"11","11",0.2425,"- 30.32","- 84.28",3321,0.3103,-99.7,3.553e-05,-99.66,"Sharpe Platform Token",2.04395965104975,-4.68346953668947e-08,-41.2192153924039,-47.6527886057861,0
"1165",1165,1130,"JEW",0.0017,2.14622075774218e-07,-0.12,78.55,159.67,"159.32","158.73","154.19","44.31","-59.74",219040,219040,626,626,132577000,"132,576,742",NA,44.7,NA,NA,10,98,26,0,100,30,"12","12",0.1226,"2.98","- 98.83",83,0.0781,-97.89,7.36e-06,-97.15,"Shekel",27.6534232221086,-2.01264324471503e-07,-93.7761522180193,-90.3729827108615,0
"1166",1166,788,"XSH",0.0022,2.77746215707811e-07,-1.14,-6.44,16.24,"25.16","46.24","28.06","-64.57","-90.2",1140000,1140000,7040,7040,512973000,"512,973,375",752520000,49,0,0,0,98,48,0,100,50,"15","15",5e-04,"- 40.29","181.65",1926,0.37,-99.4,2.417e-05,-98.84,"SHIELD",143.923039048593,-2.10957459194238e-07,-75.9533153878016,-76.2179132928678,0
"1167",1167,442,"SHIFT",0.3931,4.96281988157911e-05,-0.99,-7.93,14.59,"36.06","16.67","19.80","-26.15","-26.15",5160000,5160000,38050,38050,13113000,"13,112,896",NA,58.55,63,50,50,98,51,0,100,40,"41","41",0.0782,"- 21.48","224.35",47886,11.34,-96.53,0.0011,-95.61,"Shift",651.441124114684,-4.23882976097198e-05,-85.4117187832178,-84.8895107698734,0
"1168",1168,1706,"SHE",0.0067,8.45863475110152e-07,1.03,-3.98,-18.37,"378.06","413.19","464.44","276.37","276.37",1,1,4030000,4030000,1,"5,000,000,000",NA,34.75,63,0,10,63,48,0,70,0,"5","5",0.0016,"- 23.13","- 52.59",533872,0.011,-39.1,3.01e-06,-71.74,"ShineChain",0.000126248279867187,-7.79074718596578e-07,-92.1040737094274,5.80541229367272,0
"1169",1169,611,"SHIP",0.0101,1.27510762665859e-06,-0.19,8.02,56.29,"23.80","34.89","35.14","-18.56","-68.59",2390000,2390000,1210,1210,235854000,"500,000,000",NA,68.3,65,75,55,72,67,50,100,70,"11","11",0.2912,"- 28.53","- 98.40",756,0.2284,-95.56,2.481e-05,-94.84,"ShipChain",301.733388882576,-4.8700029979842e-07,-38.1928779670626,-31.3814271735593,0
"1170",1170,792,"OMX",0.0013,1.64122763827343e-07,-0.44,25.6,80,"8.41","-34.39","-42.10","-78.91","-89.33",1130000,1130000,14520,14520,890793000,"3,000,000,000",NA,58.1,86,75,80,78,63,50,100,0,"8","8",0.0486,"- 48.42","- 98.49",1963,0.0256,-95.05,3.9e-06,-95.9,"Shivom",142.660556249921,-1.37407261221913e-07,-83.7222442625119,-85.5149581576715,0
"1171",1171,1693,"SHOW",0.0012,1.51497935840624e-07,-0.25,-3.72,0.25,"51.91","143.35","168.72","-22.13","-47.12",1,1,300020,300020,1,"10,000,000,000",NA,48.8,43,0,10,68,44,55,100,55,"13","13",0.0202,"- 17.56","- 95.94",96146,0.0107,-89.17,9.3e-07,-83.92,"Show",0.000126248279867187,-7.1351428024336e-08,-47.0972938531635,5.80541229367272,0
"1172",1172,1295,"HAND",1.42e-06,1.79272557411405e-10,-0.74,8.23,86.53,"-24.87","-45.52","-52.94","-72.64","-72.64",87800,87800,175440,175440,6.1912e+10,"403,000,000,000",NA,46.95,63,75,50,80,36,0,70,25,"6","6",1.223e-05,"- 28.02","- 85.25",68802,2.876e-05,-95.07,0,-100,"ShowHand",11.084598972339,-1.29848877591361e-10,-72.4309841206627,-72.4520304665904,0
"1173",1173,1101,"SHPING",3e-04,3.7874483960156e-08,-0.12,-61.52,4.23,"11.31","-1.73","-7.60","-53.88","-53.88",252700,252700,16,16,799513000,"10,000,000,000",NA,60.1,40,50,35,88,56,5,100,80,"4","4",5e-04,"- 21.28","- 55.18",9,7e-04,-54.45,1.4e-07,-72,"SHPING",31.9029403224381,-3.50907285886703e-08,-92.6500506926662,-92.6978773628744,0
"1174",1174,978,"SCC",5.726e-05,7.22897650519512e-09,-3.33,-8.55,26.94,"-16.29","-40.35","-53.50","-58.2","-58.2",456520,456520,29680,29680,7.972e+09,"25,000,000,000",NA,28.6,NA,NA,30,55,25,20,70,0,"6","6",2.988e-05,"- 31.96","88.53",19103,3e-04,-82.38,5e-08,-80.15,"SiaCashCoin",57.6348647249681,-6.87633187080345e-09,-95.1217902819543,-91.3690669547525,0
"1175",1175,52,"SC",0.0036,4.54493807521873e-07,0.15,8.19,48.81,"41.55","29.73","21.52","-42.78","-67.09",147140000,147140000,8060000,8060000,4.0713e+10,"40,712,908,899",NA,76.95,41,0,90,93,87,75,100,60,"41","41",4.576e-05,"- 30.63","4608.06",1158878,0.0972,-96.28,8.44e-06,-94.55,"Siacoin",18576.1718996579,-2.54127537981152e-07,-55.9144115443031,-55.4458111613704,0
"1176",1176,754,"SIB",0.074,9.34237271017182e-06,-1.71,-8.35,-3.75,"16.97","17.15","13.09","-44.21","-86.57",1300000,1300000,19920,19920,17556000,"17,556,339",2.9e+07,54.5,NA,NA,0,78,55,5,100,55,"40","40",0.0053,"- 27.37","905.23",42304,5.14,-98.56,8e-04,-98.86,"SIBCoin",164.122763827343,-3.67868615782079e-06,-39.3763583614631,-37.699331578125,0
"1177",1177,1093,"SGN",0.0029,3.66120011614842e-07,-0.23,21.52,-16.47,"5.19","4.62","-26.17","-31.49","-62.33",259790,259790,162,162,88139000,"185,000,000",NA,52.3,83,100,50,66,54,5,100,20,"9","9",0.0254,"20.21","32.06",268,0.0374,-92.12,9.88e-06,-96.26,"Signals Network",32.7980406266965,-8.56072342578331e-08,-23.3822876494093,-26.0881241654579,0
"1178",1178,1329,"SIGT",6e-04,7.57489679203121e-08,-0.13,96.47,96.47,"120.23","18.89","35.54","-18.5","-52.95",68250,68250,592,592,107973000,"107,972,766",NA,33.55,NA,NA,0,85,20,0,100,10,"18","18",0.0482,"- 37.34","- 99.50",7,0.1517,-99.58,4.462e-05,-99.82,"Signatum",8.6164451009355,-3.5675714012168e-08,-47.0972938531636,-52.1744033808087,0
"1179",1179,765,"SNTR",1.49e-05,1.88109937002108e-09,0.32,10.34,42.77,"75.13","14.12","-10.35","-42.2","-81.04",1240000,1240000,87220,87220,8.3471e+10,"186,462,812,051",NA,53.7,86,25,50,63,66,90,100,5,"9","9",8.022e-05,"- 28.95","- 88.48",185023,3e-04,-95.58,5e-08,-100,"Silent Notary",156.547867035312,-1.42827160085906e-09,-75.9274934445939,-75.8772192664966,0
"1180",1180,1175,"SMQ",0.0098,1.23723314269843e-06,0.79,-3.17,2.32,"25.33","-32.45","-45.49","-60.64","-60.64",172580,172580,766,766,17623000,"24,999,999",24999999,46.8,29,0,0,64,59,20,100,50,"4","4",0.0219,"- 21.95","- 59.80",196,0.0535,-81.69,8.25e-06,-84.98,"SIMDAQ",21.7879281394791,-6.49492085378984e-07,-52.4955291742693,-52.9767347147715,0
"1181",1181,1168,"SIM",0.0025,3.15620699667967e-07,-37.03,-23.45,-8,"-85.17","22.42","-14.73","-71.82","-71.82",175400,175400,3220,3220,70469000,"350,000,000",NA,63.55,36,100,30,90,61,5,100,80,"4","4",0.0174,"- 47.25","- 59.61",3568,0.1093,-97.72,1.691e-05,-98.17,"Simmitri",22.1439482887046,-2.88905197062538e-07,-91.5355670165062,-91.9831588974749,0
"1182",1182,326,"SNGLS",0.0157,1.98209799391483e-06,-0.61,2.2,27.35,"19.02","44.31","39.70","-41.63","-41.63",9410000,9410000,800950,800950,6e+08,"1,000,000,000",NA,52.3,21,50,40,53,69,0,100,50,"28","28",0.0193,"- 24.90","- 41.53",592164,0.4129,-96.2,1e-04,-98.2,"SingularDTV",1187.99631355023,-7.7990037667051e-07,-39.347215882608,-39.2827602140454,0
"1183",1183,160,"AGI",0.0464,5.85792018583747e-06,-0.83,2.02,30.07,"-5.03","-14.66","-4.79","-29.36","-48.73",25020000,25020000,3620000,3620000,539673000,"1,000,000,000",NA,81.45,80,75,50,98,82,75,100,80,"13","13",0.5393,"- 18.36","- 92.69",451047,1.07,-95.65,8.971e-05,-93.48,"SingularityNET",3158.73196227701,-3.26651643311082e-06,-55.7623922737661,-55.7664023744276,0
"1184",1184,265,"SRN",0.0253,3.19408148063983e-06,1.98,-0.78,14.4,"-26.69","-37.09","-41.14","-83.44","-84.8",12420000,12420000,1570000,1570000,491821000,"572,166,104",NA,73.9,86,75,80,98,84,40,100,30,"13","13",0.7426,"- 44.96","- 96.37",903692,3.62,-99.3,3e-04,-99.01,"SIRIN LABS Token",1568.00363595046,-2.21896563554165e-06,-69.4711656227743,-69.3317645525586,0
"1185",1185,1214,"SKIN",0.0017,2.14622075774218e-07,-0.25,-14.48,29.72,"-65.34","-66.89","-77.54","-79.93","-88.43",148090,148090,4580,4580,88183000,"388,183,483",NA,53.8,29,0,60,83,59,0,100,30,"19","19",0.0642,"- 17.30","- 91.52",7472,0.0448,-96.25,9.62e-06,-97.82,"SkinCoin",18.6961077655317,-1.61191070563359e-07,-75.104608872077,-76.272552216403,0
"1186",1186,580,"SKM",0.0028,3.53495183628123e-07,-0.24,-15.55,-2.99,"0.71","2.20","4.40","-48.92","-84.28",2770000,2770000,1790000,1790000,1.005e+09,"1,500,000,000",NA,70.1,86,100,30,78,74,20,100,70,"9","9",0.101,"- 18.91","- 97.00",1135557,0.141,-98.05,1.889e-05,-98.15,"Skrumble Network",349.707735232107,-7.29824062711145e-08,-20.6459407797452,-19.0225725405823,0
"1187",1187,151,"SKY",1.83,0.000231034352156952,0.62,14.25,63.17,"78.37","59.17","62.01","-40.43","-70.56",27410000,27410000,23890000,23890000,1.5e+07,"25,000,000",1e+08,84.15,46,75,50,100,82,75,100,100,"22","22",0.8315,"- 33.02","10.52",514114,47.15,-96.12,0.0046,-94.95,"Skycoin",3460.46535115959,-0.000163110186782648,-70.5999715020041,-66.6101125012671,0
"1188",1188,1426,"SHB",0.0941,1.18799631355023e-05,-0.12,14.4,-29.69,"-84.73","-92.27","-94.39","-94.39","list(NULL)",33360,33360,2560,2560,354463,"404,463",5e+06,39.25,NA,NA,10,75,40,45,70,10,"3","3",6.99,"6.27","- 94.57",9799,3.99,-97.64,9e-04,-98.66,"SkyHub Coin",4.21164261636935,-8.24665478116388e-06,-69.4165014411488,-52.5524889714224,0
"1189",1189,239,"SMART",0.0101,1.27510762665859e-06,-1.07,-1.21,-0.75,"-7.50","-29.54","-42.88","-45.22","-88.38",14350000,14350000,202510,202510,1.414e+09,"2,014,903,577",5e+09,82.1,NA,NA,50,98,82,75,100,80,"19","19",0.0166,"- 20.68","- 45.73",187420,2.8,-99.64,2e-04,-99.34,"SmartCash",1811.66281609413,-9.67879346696149e-07,-75.9056981905498,-75.9633697507057,0
"1190",1190,1382,"SMC",0.0019,2.39871731747655e-07,0,0,0,"59.76","22.42","-9.53","-60.18","-77.96",48130,48130,1,1,25384000,"25,384,429",NA,22.4,NA,NA,0,78,5,0,0,5,"60","60",0.0475,"- 36.24","- 97.12",2,0.2003,-99.05,1e-04,-99.82,"SmartCoin",6.0763297100077,-6.62209648123639e-08,-27.606823167487,-23.8719836332871,0
"1191",1191,187,"SLT",3.88,0.000489843325884685,-1.04,5.49,19.16,"34.38","9.71","13.05","-31.82","79.74",19810000,19810000,144940,144940,5101000,"7,186,785",NA,60.75,86,25,50,78,82,75,100,5,"12","12",0.1908,"- 21.14","846.88",903220,6.64,-41.49,0.0016,-68.37,"Smartlands",2500.97842416897,-0.000448941891395772,-91.6500986483705,-91.6680240697562,0
"1192",1192,213,"SMT",0.0118,1.4897297024328e-06,1.57,10.73,40.77,"85.67","96.41","45.33","-28.55","-65.87",16720000,16720000,1020000,1020000,1.414e+09,"3,141,592,653",NA,71.1,29,75,50,92,80,95,70,50,"14","14",0.0284,"- 23.57","- 72.59",184681,0.2327,-94.92,1.449e-05,-89.72,"SmartMesh",2110.87123937936,-1.0355661581405e-06,-69.5136947628399,-70.9541362184235,0
"1193",1193,976,"SMLY",1.762e-05,2.22449469125983e-09,0.11,5.58,94.52,"46.56","19.69","10.60","-11.94","-11.94",457390,457390,245,245,2.596e+10,"25,960,250,000",NA,26.6,0,0,30,19,37,20,100,0,"48","48",2.56e-06,"- 22.10","311.12",15,6e-04,-96.94,2e-07,-100,"SmileyCoin",57.7447007284526,1.51849265493113e-10,6.82623636234039,-36.1452458305923,0
"1194",1194,842,"SNOV",0.0022,2.77746215707811e-07,-0.26,2.4,-6.87,"-12.54","27.87","17.53","-51.29","-75.06",881970,881970,2270,2270,404980000,"651,129,644",NA,58.1,51,0,40,78,70,0,100,50,"14","14",0.0025,"- 23.00","- 10.35",26004,0.4112,-99.47,2.844e-05,-97.78,"Snovian.Space",111.347195394463,1.36344074676345e-07,49.08944459563,6.47121729637055,1
"1195",1195,880,"XSG",0.0685,8.6480071709023e-06,2.69,-15.19,-13.55,"76.86","77.52","83.52","28.24","-66.24",778130,778130,190160,190160,11356000,"84,096,000",NA,51.45,43,0,10,78,42,20,100,70,"7","7",0.1307,"1.57","- 58.23",81917,0.2232,-69.29,3.12e-05,-72.28,"SnowGem",98.2375740130541,-7.15193902499825e-06,-82.7004289388447,-69.0441697881105,0
"1196",1196,1147,"SCL",0.0119,1.50235453041952e-06,-0.13,-31.67,-6.66,"-70.01","-57.90","-65.67","-85.14","-93.29",198100,198100,1164,1164,16714000,"16,714,020",16714020,58.95,57,0,30,68,59,95,100,50,"17","17",0.3779,"- 35.61","- 94.50",94,1.14,-98.96,1e-04,-98.9,"Social",25.0097842416897,-7.40962706164786e-07,-49.3200966324423,-48.8170991413293,0
"1197",1197,1286,"SAT",7e-04,8.83737959070308e-08,28.42,20.58,20.58,"23.20","26.21","-47.51","-47.51","list(NULL)",90290,90290,459,459,126967000,"470,763,467",NA,53.6,28,50,35,88,55,5,100,30,"2","2",0.001,"- 11.90","- 42.02",46,0.0019,-62.74,5.2e-07,-82.66,"Social Activity Token",11.3989571892083,-3.4942790696172e-08,-39.5397644036155,-43.4938865787916,0
"1198",1198,1705,"SLT",0.0069,8.71113131083589e-07,-0.23,41.85,13.54,"233.45","94.99","77.15","99.47","99.47",1,1,3490,3490,1,"1,000,000,000",NA,34.45,63,25,0,65,41,0,100,0,"6","6",0.0445,"- 23.15","- 96.59",5967,0.0297,-76.76,4.77e-06,-81.76,"Social Lending Token",0.000126248279867187,-6.70746861542869e-07,-76.998823414419,5.80541229367272,0
"1199",1199,941,"SEND",0.0147,1.85584971404765e-06,-12.35,-3.06,-3.25,"-19.89","-15.40","-31.78","-61.99","-78.31",568990,568990,874,874,38678000,"38,677,760",NA,72.3,NA,NA,50,98,54,75,100,80,"14","14",0.079,"- 24.16","- 79.53",4639,1.02,-98.55,7.345e-05,-97.47,"Social Send",71.8340087616306,-1.50854818017706e-06,-81.2861175535001,-75.1325018259848,0
"1200",1200,1541,"SOCC",6e-04,7.57489679203121e-08,-0.11,-33.31,-33.31,"411.69","-8.52","-66.83","-91.36","-94.43",5820,5820,351,351,10518000,"10,678,425",7.5e+07,41.85,NA,NA,0,88,38,5,100,15,"19","19",0.0071,"- 74.44","- 96.62",1338,0.1341,-99.59,2.59e-05,-99.73,"SocialCoin",0.734764988827027,-4.90334653148827e-08,-64.7315292354424,-56.5506983879935,0
"1201",1201,1492,"SOL",6e-04,7.57489679203121e-08,0,0,0,"-63.15","-57.53","-73.30","-92.21","-92.21",16520,16520,1,1,28949000,"127,864,775",NA,56.4,35,50,30,78,55,0,100,80,"4","4",0.0043,"- 34.04","- 58.80",70,0.0098,-94.19,1.52e-06,-95.4,"Sola Token",2.08562158340593,4.39753989597609e-09,5.80541229367285,5.80541229367276,0
"1202",1202,603,"SLR",0.0471,5.9462939817445e-06,2.31,-5.58,2.35,"96.98","73.01","50.97","-5.3","-71.76",2470000,2470000,11890,11890,52533000,"98,034,692,997",NA,57,NA,NA,50,88,40,25,100,50,"58","58",0.0102,"- 23.77","125.99",2792,2.4,-98.04,3e-04,-98.25,"SolarCoin",311.833251271951,-3.99606229154815e-06,-67.2025685883731,-64.9068720779479,0
"1203",1203,817,"XLR",0.6088,7.68599527831433e-05,-0.89,-2.84,4.06,"-32.18","-42.34","-42.36","-70.53","-80.57",1020000,1020000,14310,14310,1678000,"1,677,742",NA,51.5,0,0,50,78,48,20,100,50,"22","22",0.0376,"- 28.47","1875.13",11837,47.67,-98.72,0.0033,-97.64,"Solaris",128.773245464531,-5.66229595595306e-05,-73.6703022955134,-72.4905928036451,0
