Name,MC #,Symbol,Price,BTC,1h,24h,7d,14d,30d,45d,90d,200d,Mkt. Cap,MCAP BTC,24h Vol,24h Vol BTC,Circ. Supply,Total Supply,Max. Supply,Team,Advisors,Brand/Buzz,Product,Coin,Social,Communication,Business,GitHub,GitHub,Avg. volume,Age (mo),Winning months,label_Price,label_Mkt. Cap,label_growth_rate_Price,label_growth_rate_Mkt. Cap,label_disappeared
StarterCoin,1177.0,STAC,0.0005,6e-08,-5.66,-18.36,-0.69,-26.07,-57.57,-42.15,-62.76,-84.36,171.69,171.69,1.94,1.94,342.007,342007189.0,342007189.0,41.1,86.0,75.0,50.0,38.0,49.0,20.0,100.0,0.0,0.0,321.0,11.0,11.0,4.019e-05,13.74,-0.91962,-0.9199720426349816,FALSE
BERNcash,1360.0,BERN,0.0008,1e-07,0.0,47.12,47.12,119.06,144.85,117.38,-19.02,-60.83,56.2,56.2,0.0,0.0,71.234,71234301.0,,41.1,,,10.0,78.0,30.0,0.0,100.0,30.0,30.0,24.0,34.0,34.0,0.0003,21.51,-0.625,-0.6172597864768683,FALSE
ZIP,303.0,ZIP,0.0006,8e-08,-1.18,27.68,44.33,96.27,68.73,48.1,-49.7,-87.5,10.32,10.32,6.13,6.13,16.2,100000000000.0,,41.05,,,10.0,53.0,70.0,0.0,70.0,0.0,0.0,1048794.0,8.0,8.0,0.0001,2.26,-0.8333333333333333,-0.7810077519379846,FALSE
Sugar Exchange,1306.0,SGR,0.0032,4e-07,-13.62,-0.7,-10.5,-29.35,-39.71,-39.65,-79.35,-97.2,83.03,83.03,8.85,8.85,25.908,80000000.0,80000000.0,41.05,,,50.0,68.0,43.0,0.0,100.0,0.0,0.0,144.0,15.0,15.0,,,,,TRUE
DarkPayCoin,1640.0,DKPC,0.0043,5.4e-07,-0.15,-13.09,-8.47,-79.73,-86.04,-92.77,-97.61,-97.61,0.0,0.0,476.53,476.53,0.0,5245535.0,,40.95,,,10.0,70.0,44.0,20.0,100.0,15.0,15.0,9031.0,3.0,3.0,,,,,TRUE
PrimeStone,1481.0,PSC,0.0022,2.8e-07,-0.12,-0.57,32.43,-64.93,-66.85,-75.25,-77.94,-77.94,18.49,18.49,18.27,18.27,8.355,8399685.0,60000000.0,40.8,0.0,0.0,10.0,65.0,43.0,40.0,100.0,,,854.0,4.0,4.0,0.0016,31.16,-0.27272727272727276,0.6852352623039483,FALSE
Gentarium,815.0,GTM,0.3111,3.928e-05,-0.17,-3.21,-9.6,-53.09,-59.83,-60.41,-57.88,-57.88,1.03,1.03,10.8,10.8,3.312,3311668.0,,40.75,43.0,0.0,0.0,66.0,48.0,0.0,100.0,30.0,30.0,2547.0,5.0,5.0,0.0383,148.78,-0.8768884603021536,143.44660194174756,FALSE
Quark,850.0,QRK,0.0033,4.2e-07,0.0,-2.03,-39.81,30.06,102.12,8.03,-55.21,-50.66,864.5,864.5,0.0,0.0,258.48,258480269.0,,40.7,,,10.0,80.0,30.0,0.0,70.0,30.0,30.0,16.0,65.0,65.0,0.0051,1.33,0.5454545454545455,-0.9984615384615384,FALSE
WXCOINS,1633.0,WXC,0.0106,1.34e-06,-0.09,-1.52,25.93,-98.95,-99.55,-97.77,-99.61,-99.61,0.0,0.0,287.71,287.71,0.0,7015102.0,31000000.0,40.7,,,0.0,100.0,29.0,0.0,70.0,15.0,15.0,62516.0,4.0,4.0,0.0081,46.67,-0.23584905660377362,1,FALSE
KARMA,796.0,KARMA,0.0003,4e-08,-1.97,4.93,-0.89,6.18,-35.17,-34.11,-80.58,-80.58,1.1,1.1,2.94,2.94,3.299,9469148945.0,,40.65,43.0,0.0,10.0,60.0,48.0,90.0,70.0,15.0,15.0,1739.0,6.0,6.0,8.784e-05,478.75,-0.7071999999999999,434.2272727272727,FALSE
Woodcoin,1006.0,LOG,0.05,1.449e-05,0.0,0.0,0.0,-0.26,-17.15,-31.71,-30.95,-51.73,401.84,401.84,0.0,0.0,8.035,8035193.0,,40.6,,,10.0,88.0,37.0,50.0,0.0,15.0,15.0,2184.0,47.0,47.0,,,,,TRUE
Minereum,1390.0,MNE,0.008,1.01e-06,0.2,25.2,-27.64,43.52,8.56,7.86,-69.17,-90.27,46.39,46.39,254.14,254.14,5.813,5813233.0,,40.6,0.0,0.0,10.0,98.0,43.0,0.0,100.0,10.0,10.0,84.0,21.0,21.0,0.0049,36.9,-0.3875,-0.20456995042034926,FALSE
Ice Rock Mining,546.0,ROCK2,0.2123,2.68e-05,2.21,-3.2,45.41,9.14,-11.01,-31.04,-37.76,-37.76,3.34,3.34,28.71,28.71,15.718,15724272.0,,40.55,49.0,50.0,30.0,35.0,37.0,25.0,100.0,,,1735.0,6.0,6.0,0.0936,1.47,-0.5591144606688648,-0.5598802395209581,FALSE
Datarius Credit,1238.0,DTRC,0.001,1.3e-07,-7.81,2.68,17.65,42.64,12.24,23.89,-37.53,-69.7,129.53,129.53,1.3,1.3,127.756,239992867.0,,40.55,66.0,25.0,50.0,48.0,53.0,5.0,100.0,0.0,0.0,1425780.0,9.0,9.0,0.0004,46.84,-0.6000000000000001,-0.6383849301320157,FALSE
Bitdice,643.0,CSNO,0.0299,3.78e-06,-0.13,-7.19,26.91,-7.22,-17.47,-25.42,-48.67,-59.7,2.09,2.09,244.96,244.96,70.0,100000000.0,,40.5,0.0,0.0,30.0,78.0,52.0,20.0,100.0,0.0,0.0,819.0,16.0,16.0,0.0283,1.98,-0.053511705685618756,-0.05263157894736836,FALSE
Pigeoncoin,1001.0,PGN,0.0002,2e-08,-0.09,-1.02,27.48,118.36,95.64,92.53,-18.35,-18.35,409.65,409.65,1.79,1.79,2.601,2601177700.0,21000000000.0,40.5,31.0,0.0,40.0,64.0,41.0,0.0,70.0,,,709.0,6.0,6.0,0.001,4.1,4.0,-0.9899914561210789,FALSE
EvenCoin,293.0,EVN,0.4923,6.215e-05,2.4,1.87,97.3,-26.01,71.94,102.13,733.46,733.46,10.76,10.76,1.06,1.06,21.865,26658843.0,100000000.0,40.45,,,10.0,58.0,59.0,55.0,100.0,0.0,0.0,485088.0,5.0,5.0,0.0111,345.72,-0.9774527726995734,31.130111524163574,FALSE
MedicCoin,1183.0,MEDIC,0.0006,8e-08,-0.3,-4.62,52.11,-61.01,-73.74,-74.34,-83.35,-97.0,165.88,165.88,6.28,6.28,266.172,266172331.0,,40.45,83.0,0.0,10.0,88.0,37.0,20.0,70.0,10.0,10.0,9496.0,45.0,45.0,7.518e-05,22.43,-0.8747,-0.8647817699541837,FALSE
Mincoin,1341.0,MNC,0.0113,1.43e-06,-0.11,1.8,25.58,23.7,11.83,7.98,-42.16,-44.17,61.88,61.88,21.34,21.34,5.476,5475673.0,,40.45,,,50.0,60.0,27.0,5.0,100.0,30.0,30.0,12501.0,69.0,69.0,0.0188,113.75,0.6637168141592922,0.838235294117647,FALSE
Trident Group,1527.0,TRDT,0.0062,7.8e-07,0.0,0.0,-41.51,-73.25,-76.71,-77.91,-71.51,-74.37,7.51,7.51,0.0,0.0,1.213,3000000.0,,40.4,,,50.0,78.0,34.0,0.0,100.0,0.0,0.0,0.9,14.0,14.0,,,,,TRUE
iBTC,1458.0,IBTC,0.0009,1.2e-07,-0.35,27.62,65.75,-61.82,-35.82,14.21,-88.68,-88.68,25.94,25.94,184.71,184.71,27.783,50000000.0,,40.4,0.0,0.0,50.0,80.0,43.0,20.0,100.0,0.0,0.0,859.0,15.0,15.0,6.112e-05,2.88,-0.9320888888888889,-0.8889745566692367,FALSE
EUNOMIA,1240.0,ENTS,7.83e-06,0.0,-0.73,12.58,196.82,-34.15,-38.41,-52.84,-78.2,-78.2,128.61,128.61,28.4,28.4,16.421,19973330191.0,,40.35,,,30.0,75.0,36.0,5.0,100.0,10.0,10.0,26725.0,4.0,4.0,1.5e-06,24.59,-0.8084291187739463,-0.8088018039032735,FALSE
ShareX,1103.0,SEXC,0.0004,5e-08,-0.23,25.12,117.68,80.39,-25.44,-25.34,-69.94,-94.37,249.0,249.0,0.58,0.58,645.515,1000000000.0,,40.35,43.0,0.0,0.0,88.0,52.0,0.0,100.0,0.0,0.0,1311.0,13.0,13.0,0.0001,95.92,-0.75,-0.6147791164658634,FALSE
OP Coin,1283.0,OPC,5.075e-05,1e-08,0.21,26.36,20.9,-5.54,-43.03,-37.88,-68.46,-86.31,94.34,94.34,57.22,57.22,1.859,2473656069.0,,40.35,,,30.0,83.0,28.0,45.0,100.0,10.0,10.0,155.0,13.0,13.0,6.44e-06,11.97,-0.8731034482758621,-0.8731185075259699,FALSE
FOIN,1623.0,FOIN,1636.47,0.20660174,-0.24,-2.82,11.29,59.62,53.06,64.62,110.97,110.97,0.0,0.0,1.02,1.02,0.0,90716806.0,,40.35,,,10.0,90.0,29.0,50.0,30.0,20.0,20.0,220389.0,5.0,5.0,2888.84,0.0,0.7652874785361174,1,FALSE
EquiTrader,732.0,EQT,0.1185,1.497e-05,57.82,21.63,121.14,547.33,402.07,392.47,155.01,56.24,1.44,1.44,6.32,6.32,12.119,13219168.0,,40.3,,,30.0,78.0,34.0,0.0,100.0,10.0,10.0,67.0,20.0,20.0,,,,,TRUE
Crave,1321.0,CRAVE,0.0047,5.9e-07,-6.49,-37.18,-0.66,-59.87,-42.03,-56.74,-85.65,-96.7,71.54,71.54,33.56,33.56,15.367,15366648.0,,40.3,40.0,0.0,30.0,88.0,28.0,0.0,100.0,20.0,20.0,187.0,46.0,46.0,,,,,TRUE
GoldBlocks,1358.0,GB,0.0037,4.7e-07,-0.13,42.52,25.37,30.61,43.81,-7.39,-19.31,-66.8,57.7,57.7,196.77,196.77,15.564,15563873.0,,40.3,,,30.0,80.0,35.0,5.0,30.0,15.0,15.0,69.0,32.0,32.0,0.0019,30.01,-0.4864864864864865,-0.479896013864818,FALSE
Centaure,1624.0,CEN,0.0002,2e-08,-0.12,-2.8,7.06,9.69,29.01,32.7,-88.86,-88.86,0.0,0.0,0.0,0.0,0.0,34000000.0,,40.3,83.0,0.0,50.0,60.0,38.0,5.0,100.0,10.0,10.0,961.0,5.0,5.0,7.487e-05,0.0,-0.6256499999999999,1,FALSE
GlobalBoost-Y,1096.0,BSTY,0.0153,1.93e-06,0.81,-78.56,-78.56,72.64,151.44,708.72,198.68,-9.73,255.74,255.74,503.24,503.24,16.769,16769471.0,,40.25,45.0,0.0,40.0,68.0,41.0,5.0,30.0,,,629.0,52.0,52.0,0.0106,186.58,-0.3071895424836601,-0.2704309063893016,FALSE
Infinitecoin,1622.0,IFC,2.161e-05,0.0,0.0,-1.51,-1.86,50.09,27.16,21.02,-28.83,-53.68,0.0,0.0,0.0,0.0,0.0,90596274910.0,,40.25,,,30.0,80.0,25.0,5.0,30.0,30.0,30.0,25881.0,67.0,67.0,7.49e-06,678.21,-0.6534012031466914,1,FALSE
Knekted,1181.0,KNT,0.0002,2e-08,-0.47,10.51,40.85,21.95,-14.55,-74.62,-80.14,-80.14,167.12,167.12,1.27,1.27,1.0,1000000000.0,,40.2,,,30.0,70.0,46.0,0.0,100.0,0.0,0.0,104.0,4.0,4.0,1.955e-05,19.55,-0.9022500000000001,-0.8830181905217807,FALSE
Rocketcoin,1582.0,ROCK,7.02e-06,0.0,0.0,0.0,15.04,-84.18,-94.02,-96.64,-99.27,-99.27,946.8,946.8,0.0,0.0,134.95,134956388.0,500000000.0,40.2,,,0.0,90.0,38.0,0.0,70.0,10.0,10.0,142.0,3.0,3.0,,,,,TRUE
Infinipay,1621.0,IFP,0.0024,3e-07,-0.12,-11.64,5.5,4014.0,3571.0,1091.0,725.04,725.04,0.0,0.0,169.64,169.64,0.0,1629086.0,,40.15,,,0.0,100.0,34.0,0.0,70.0,5.0,5.0,0.2667,6.0,6.0,0.0018,0.0,-0.24999999999999994,1,FALSE
Plancoin,1389.0,PLAN,0.0017,5e-07,-0.48,-0.31,0.09,-20.13,-29.45,-28.82,-75.71,-96.86,46.53,46.53,12.78,12.78,26.975,26975135.0,35000000.0,40.1,,,50.0,55.0,46.0,5.0,100.0,5.0,5.0,7428.0,9.0,9.0,,,,,TRUE
Thunderstake,1359.0,TSC,7.902e-05,1e-08,-0.12,-2.8,-30.26,-26.67,-2.1,-1.1,-59.29,-59.29,57.38,57.38,84.82,84.82,726.144,726144092.0,,40.1,43.0,0.0,10.0,86.0,28.0,25.0,100.0,25.0,25.0,108.0,5.0,5.0,,,,,TRUE
Carboncoin,952.0,CARBON,3.466e-05,0.0,0.0,38.64,38.64,-3.3,19.85,-18.01,6.94,-76.06,533.49,533.49,39.61,39.61,15.392,15392022532.0,,40.05,,,30.0,78.0,39.0,5.0,30.0,10.0,10.0,0.5517,54.0,54.0,7.4e-06,113.9,-0.7864974033467974,-0.7865002155616788,FALSE
Ellaism,1211.0,ELLA,0.0077,9.8e-07,-0.13,-5.59,23.91,-10.32,-37.26,-41.08,-76.09,-88.48,149.95,149.95,179.47,179.47,19.364,19364074.0,280000000.0,40.05,,,10.0,83.0,30.0,0.0,100.0,20.0,20.0,188.0,15.0,15.0,0.0007,14.5,-0.9090909090909091,-0.9033011003667889,FALSE
KanadeCoin,1368.0,KNDC,9.89e-06,0.0,-0.23,-36.73,-28.01,-24.29,-75.51,-41.08,-82.27,-95.55,54.13,54.13,79.09,79.09,5.471,10000000000.0,,40.05,43.0,0.0,50.0,71.0,39.0,0.0,70.0,15.0,15.0,7.0,7.0,7.0,5.95e-06,32.57,-0.3983822042467139,-0.39830038795492334,FALSE
Kobocoin,1222.0,KOBO,0.0057,7.2e-07,0.0,0.0,0.0,-50.49,-54.21,-68.49,-70.97,-84.74,140.41,140.41,0.0,0.0,24.7,24700248.0,,39.95,,,10.0,83.0,28.0,20.0,30.0,30.0,30.0,18.0,48.0,48.0,0.0025,62.57,-0.5614035087719298,-0.5543764689124706,FALSE
Mirai,1498.0,MRI,0.0043,5.4e-07,-0.8,-1.32,17.69,-33.41,-48.92,-59.68,-87.91,-87.91,14.75,14.75,3.54,3.54,3.432,3442977.0,16000000.0,39.95,,,0.0,85.0,31.0,0.0,70.0,25.0,25.0,1944.0,5.0,5.0,0.0008,2.57,-0.813953488372093,-0.8257627118644068,FALSE
Helper Search Token,1619.0,HSN,2.82e-06,0.0,2.62,26.89,75.75,152.67,32.73,107.1,-31.56,-31.56,0.0,0.0,16.12,16.12,0.0,10000000000.0,,39.95,,,10.0,80.0,41.0,0.0,70.0,10.0,10.0,6958.0,4.0,4.0,6e-07,5.06,-0.7872340425531914,1,FALSE
iEthereum,884.0,IETH,0.0428,5.4e-06,-2.66,-40.56,-18.01,34.63,10.92,-4.12,181.84,148.15,768.85,768.85,2.02,2.02,17.982,18000000.0,,39.9,0.0,0.0,10.0,88.0,54.0,0.0,100.0,0.0,0.0,917.0,15.0,15.0,0.0271,486.46,-0.36682242990654207,-0.36728880795994023,FALSE
PeepCoin,1226.0,PCN,2.64e-06,0.0,1.57,-50.09,13.27,-38.64,-51.91,-53.79,-72.96,-93.09,137.66,137.66,1.04,1.04,52.201,91400533803.0,,39.85,,,0.0,78.0,45.0,0.0,0.0,20.0,20.0,654.0,19.0,19.0,3.12e-06,238.98,0.18181818181818182,0.7360162719744298,FALSE
Fountain,730.0,FTN,0.0301,3.8e-06,1.87,1.38,-14.1,-12.31,-12.08,-12.08,,,1.45,1.45,148.32,148.32,48.268,2186433464.0,,39.8,10.0,25.0,5.0,30.0,70.0,0.0,100.0,,,138209.0,1.0,1.0,0.0142,1.26,-0.5282392026578072,-0.13103448275862065,FALSE
LIFE,572.0,LIFE,0.0001,2e-08,-0.34,5.9,4.82,81.68,200.79,45.56,80.6,55.35,2.87,2.87,29.5,29.5,23.442,100000000000.0,100000000000.0,39.8,,,30.0,43.0,63.0,20.0,100.0,0.0,0.0,4882.0,15.0,15.0,5.939e-05,1.39,-0.4061,-0.5156794425087109,FALSE
LRM Coin,1367.0,LRM,0.011,1.39e-06,-33.6,-17.78,-72.12,-98.48,-99.53,-99.72,-99.72,,54.16,54.16,706.68,706.68,4.91,4910141.0,41000000.0,39.8,17.0,0.0,15.0,57.0,49.0,5.0,100.0,,,132681.0,2.0,2.0,4.492e-05,446.89,-0.9959163636363636,7.2512924667651415,FALSE
Block-Logic,1066.0,BLTG,0.0132,1.67e-06,2.46,-7.67,-23.72,-39.12,-67.99,-15.46,-15.46,,302.64,302.64,1.26,1.26,22.899,35045912.0,,39.75,22.0,0.0,15.0,59.0,47.0,0.0,100.0,,,412.0,2.0,2.0,0.0041,94.94,-0.6893939393939394,-0.686293946603225,FALSE
CrowdWiz,1313.0,WIZ,0.0092,1.16e-06,-2.91,-18.03,-19.73,-56.13,-30.29,-51.07,-51.07,,79.55,79.55,200.13,200.13,8.632,11169314.0,,39.75,58.0,75.0,30.0,43.0,29.0,10.0,70.0,,,665.0,3.0,3.0,0.0072,24.94,-0.2173913043478261,-0.6864864864864865,FALSE
DOWCOIN,1261.0,DOW,0.0104,1.32e-06,-0.23,8.23,45.57,-93.62,-95.24,-95.51,-96.28,-96.28,112.9,112.9,2.61,2.61,10.811,2000000000.0,,39.75,14.0,0.0,40.0,31.0,58.0,5.0,100.0,,,1626.0,5.0,5.0,0.0041,47.87,-0.6057692307692307,-0.5759964570416297,FALSE
Kurrent,1339.0,KURT,0.001,1.3e-07,-0.13,152.73,-21.22,307.87,27.78,-34.44,12.5,-82.66,63.03,63.03,12.49,12.49,61.365,72764813.0,228000000.0,39.75,,,10.0,83.0,39.0,0.0,100.0,5.0,5.0,4.0,26.0,26.0,0.0004,22.74,-0.6000000000000001,-0.6392194193241314,FALSE
Grimcoin,1443.0,GRIM,0.0003,4e-08,-0.13,-2.8,29.54,10.8,175.19,272.94,21.77,-60.84,30.16,30.16,0.71,0.71,95.414,101050836.0,,39.75,,,10.0,88.0,38.0,0.0,70.0,5.0,5.0,209.0,15.0,15.0,0.0001,11.12,-0.6666666666666666,-0.6312997347480106,FALSE
Pepe Cash,295.0,PEPECASH,0.0152,1.92e-06,-0.92,1.38,9.03,273.93,217.87,169.51,86.8,-12.5,10.67,10.67,47.66,47.66,701.884,701884009.0,,39.7,,,10.0,78.0,48.0,5.0,70.0,0.0,0.0,1703.0,28.0,28.0,0.0053,3.69,-0.6513157894736842,-0.654170571696345,FALSE
Dragon Token,1626.0,DT,1.5,0.00018896,0.35,0.22,1.8,72.96,74.11,84.24,20.71,20.71,0.0,0.0,0.0,0.0,0.0,21406200.0,,39.7,,,50.0,65.0,34.0,70.0,100.0,5.0,5.0,0.0,3.0,3.0,2.62,0.0,0.7466666666666667,1,FALSE
Piggycoin,1152.0,PIGGY,0.0004,1.1e-07,-0.48,-33.42,110.6,32.93,34.65,49.32,-16.25,-57.18,186.9,186.9,143.09,143.09,492.536,492535714.0,,39.5,63.0,0.0,30.0,78.0,39.0,25.0,30.0,15.0,15.0,145.0,56.0,56.0,,,,,TRUE
BFFDoom,1630.0,BFF,1.07e-06,0.0,-0.45,-6.79,-6.79,-17.01,-29.9,-5.87,-83.33,-83.33,0.0,0.0,2.14,2.14,0.0,16000000000.0,,39.45,,,0.0,89.0,34.0,0.0,100.0,10.0,10.0,4.0,5.0,5.0,,,,,TRUE
EscrowCoin,1632.0,ESCO,0.0083,1.05e-06,13.87,23.01,2.59,-83.46,-87.67,-84.28,-96.06,-96.06,0.0,0.0,3.25,3.25,0.0,3328745.0,,39.45,,,10.0,100.0,26.0,0.0,100.0,5.0,5.0,916.0,6.0,6.0,,,,,TRUE
Proton Token,1025.0,PTT,0.0002,2e-08,-0.68,45.18,48.42,18.49,-7.61,14.79,-59.56,-89.98,373.65,373.65,107.96,107.96,2.394,10000000000.0,,39.4,,,10.0,50.0,55.0,0.0,100.0,15.0,15.0,74344.0,7.0,7.0,0.0001,1.21,-0.5,-0.9967616753646461,FALSE
InvestDigital,1629.0,IDT,0.0056,7e-07,0.14,-2.94,-3.95,162.84,174.56,204.07,4.97,-81.34,0.0,0.0,51.7,51.7,0.0,800000000.0,,39.35,63.0,50.0,0.0,90.0,44.0,0.0,0.0,15.0,15.0,139515.0,13.0,13.0,0.0046,0.0,-0.17857142857142858,1,FALSE
FNKOS,579.0,FNKOS,0.0197,2.49e-06,-0.23,10.04,-2.92,33.35,-15.02,55.69,-7.7,-7.7,2.77,2.77,1.67,1.67,140.396,1000000000.0,,39.25,4.0,25.0,0.0,50.0,52.0,0.0,100.0,,,9604.0,7.0,7.0,0.0066,1.03,-0.6649746192893401,-0.628158844765343,FALSE
Bitcoin Plus,811.0,XBC,8.59,0.00108475,-10.65,-12.43,110.15,72.47,43.2,36.66,39.48,-71.58,1.06,1.06,9.71,9.71,123.683,123683.0,1000000.0,39.25,40.0,0.0,10.0,78.0,31.0,5.0,0.0,55.0,55.0,2839.0,57.0,57.0,4.14,550.13,-0.5180442374854483,517.9905660377359,FALSE
SkyHub Coin,1426.0,SHB,0.0941,1.188e-05,-0.12,14.4,-29.69,-84.73,-92.27,-94.39,-94.39,,33.36,33.36,2.56,2.56,354.463,404463.0,5000000.0,39.25,,,10.0,75.0,40.0,45.0,70.0,10.0,10.0,9799.0,3.0,3.0,0.0272,14.96,-0.7109458023379384,-0.5515587529976019,FALSE
AmsterdamCoin,1417.0,AMS,0.0007,9e-08,0.0,32.0,32.0,98.3,46.77,254.53,9.26,-68.07,35.64,35.64,0.0,0.0,50.202,81469427.0,,39.2,,,0.0,78.0,34.0,0.0,30.0,30.0,30.0,54.0,42.0,42.0,0.0004,22.55,-0.42857142857142855,-0.3672839506172839,FALSE
BlueCoin,1053.0,BLU,0.0006,7e-08,-0.12,-2.77,29.59,-35.72,-34.7,-56.84,-66.94,-77.21,317.9,317.9,222.07,222.07,574.684,574683675.0,,39.1,,,10.0,93.0,30.0,0.0,100.0,5.0,5.0,23.0,57.0,57.0,0.0002,127.36,-0.6666666666666666,-0.5993708713431896,FALSE
Valuto,1628.0,VLU,0.0019,2.5e-07,-0.12,-4.07,26.3,81.68,59.99,12.49,-72.34,-72.34,0.0,0.0,76.0,76.0,0.0,47394375.0,133000007.0,39.1,,,30.0,80.0,38.0,5.0,70.0,0.0,0.0,178.0,3.0,3.0,0.0003,0.0,-0.8421052631578948,1,FALSE
ZB,1699.0,ZB,0.3371,4.256e-05,-1.14,1.9,14.24,182.42,142.51,145.42,63.75,63.75,0.0,0.0,71.42,71.42,0.0,2100000000.0,,39.1,,,30.0,60.0,50.0,0.0,100.0,0.0,0.0,29577720.0,4.0,4.0,0.1974,91.45,-0.4144170869178286,1,FALSE
Yuan Chain Coin,1700.0,YCC,0.0065,8.2e-07,-0.16,-1.71,-2.95,31.39,12.26,11.19,-31.45,-31.45,0.0,0.0,258.21,258.21,0.0,10000000000.0,,39.1,0.0,0.0,0.0,60.0,57.0,0.0,100.0,,,136868.0,6.0,6.0,0.01,0.0,0.5384615384615385,1,FALSE
bitSilver,1171.0,BITSILVER,8.15,0.00102875,0.0,9.68,38.92,-5.94,-18.48,-19.6,-40.67,-54.1,173.41,173.41,0.0,0.0,21.281,21281.0,,38.95,,,90.0,58.0,39.0,0.0,0.0,0.0,0.0,6.0,47.0,47.0,1.71,26.89,-0.7901840490797546,-0.8449339715126001,FALSE
Bionic,1503.0,BNC,2.572e-05,0.0,-0.08,-28.78,-3.83,-22.59,-48.79,-55.52,-67.37,-67.37,13.79,13.79,22.75,22.75,536.244,700000000.0,,38.95,21.0,0.0,20.0,56.0,39.0,25.0,100.0,,,9843.0,5.0,5.0,1.36e-05,7.29,-0.4712286158631415,-0.47135605511240025,FALSE
W3Coin,1170.0,W3C,2.61e-06,0.0,-0.23,-45.7,-22.7,-75.12,-82.53,-89.95,-89.8,-99.4,173.51,173.51,16.45,16.45,66.462,99998988889.0,,38.9,22.0,0.0,30.0,43.0,59.0,0.0,30.0,,,769.0,12.0,12.0,,,,,TRUE
CHIPS,867.0,CHIPS,0.0385,1.115e-05,0.0,0.14,-54.38,-11.24,-38.32,164.95,-29.9,-80.09,808.27,808.27,0.0,0.0,20.995,20995342.0,21000000.0,38.85,,,90.0,68.0,26.0,40.0,0.0,5.0,5.0,26.0,16.0,16.0,,,,,TRUE
Thrive Token,715.0,THRT,0.0153,1.93e-06,14.63,-10.15,167.48,112.22,65.73,116.5,73.04,-40.14,1.58,1.58,4.33,4.33,103.192,202027490.0,,38.85,86.0,50.0,0.0,48.0,49.0,5.0,100.0,15.0,15.0,31705.0,7.0,7.0,0.0051,525.58,-0.6666666666666666,331.6455696202531,FALSE
Italian Lira,1394.0,ITL,7.87e-06,0.0,-8.88,19.97,45.07,-66.71,-59.52,-80.9,-74.33,-74.33,45.56,45.56,48.42,48.42,5.789,100000000000.0,,38.8,,,0.0,70.0,51.0,0.0,0.0,15.0,15.0,55572.0,4.0,4.0,7.5e-07,17.8,-0.9047013977128335,-0.6093064091308165,FALSE
Orbis Token,1338.0,OBT,0.0033,4.2e-07,0.0,0.0,-2.62,-14.68,-39.35,2.45,-77.93,-77.93,63.27,63.27,0.0,0.0,19.167,68960126.0,68960126.0,38.7,63.0,0.0,30.0,40.0,45.0,75.0,100.0,10.0,10.0,60.0,6.0,6.0,0.0002,4.63,-0.9393939393939393,-0.9268215584005057,FALSE
Jesus Coin,1112.0,JC,1.331e-05,0.0,1.04,1.45,40.88,88.78,284.68,74.62,41.99,-75.63,239.27,239.27,0.71,0.71,17.98,20325184344.0,,38.7,40.0,0.0,30.0,70.0,48.0,0.0,100.0,0.0,0.0,44.0,12.0,12.0,,,,,TRUE
Elementrem,1250.0,ELE,0.0047,5.9e-07,0.0,0.0,0.0,0.0,0.0,7.25,-43.81,-62.66,123.3,123.3,0.0,0.0,26.206,26205539.0,,38.6,,,10.0,83.0,45.0,0.0,30.0,0.0,0.0,0.0,30.0,30.0,0.0006,15.51,-0.8723404255319149,-0.8742092457420925,FALSE
BumbaCoin,1518.0,BUMBA,0.0004,5e-08,0.0,-0.48,-28.91,-2.12,-19.86,-54.35,-76.81,-91.29,9.05,9.05,0.0,0.0,23.336,23335668.0,,38.55,,,10.0,78.0,34.0,20.0,70.0,15.0,15.0,2.0,34.0,34.0,0.0002,5.07,-0.5,-0.4397790055248619,FALSE
X12 Coin,1724.0,X12,0.0063,8e-07,-0.12,-17.0,-10.52,-56.43,-67.93,-60.03,-89.66,-89.66,0.0,0.0,75.19,75.19,0.0,14855147.0,18132000.0,38.55,,,0.0,100.0,26.0,50.0,0.0,15.0,15.0,1871.0,4.0,4.0,8.327e-05,1.01,-0.9867825396825397,1,FALSE
SpectrumCash,1725.0,XSM,7.902e-05,1e-08,-0.12,-12.46,-28.79,11.65,11.65,,,,0.0,0.0,271.78,271.78,0.0,3330000938.0,,38.55,43.0,0.0,10.0,80.0,26.0,0.0,70.0,40.0,40.0,3865.0,1.0,1.0,7.486e-05,0.0,-0.05264490002531006,1,FALSE
GeyserCoin,1419.0,GSR,0.0335,4.23e-06,-0.13,1.17,22.08,331.34,22.32,174.08,-5.62,-92.93,35.21,35.21,13.62,13.62,1.051,1051212.0,4500000.0,38.5,,,10.0,83.0,19.0,0.0,100.0,30.0,30.0,52.0,18.0,18.0,0.0087,10.0,-0.7402985074626866,-0.7159897756319228,FALSE
TransferCoin,712.0,TX,0.2076,2.62e-05,-1.44,-3.29,13.49,149.96,142.1,148.44,2.05,-52.64,1.59,1.59,38.44,38.44,7.678,7678456.0,,38.45,0.0,0.0,10.0,68.0,40.0,5.0,70.0,40.0,40.0,36674.0,42.0,42.0,0.0064,52.63,-0.9691714836223507,32.10062893081761,FALSE
Digital Money Bits,1408.0,DMB,0.0004,5e-08,24.83,21.5,8.48,85.38,39.85,97.1,-64.06,-92.91,38.77,38.77,5.63,5.63,98.14,108139508.0,131250000.0,38.4,,,10.0,100.0,23.0,0.0,100.0,5.0,5.0,96.0,20.0,20.0,0.0001,15.9,-0.75,-0.5898890895021924,FALSE
